population,population_density,vulnerable_population,sos_count,medical_emergency_count,injured_people,food_supply_days_remaining,water_supply_days_remaining,medicine_supply_days_remaining,shelter_demand,distance_to_nearest_hospital_km,distance_to_nearest_warehouse_km,accessibility_score,accessibility_risk,rainfall_mm,flood_risk,landslide_risk,weather_severity,road_blockage,connectivity,disaster_severity,request_age_hours,priority_score,priority_level
7145,122.352352734887,1890,15,2,7,10,7,11,1708,9.755981770149923,78.50125439181308,48,52,193.81539245025868,7,5,5,4,5,5,1.9766072734391582,4.429040157077263,LOW
38500,405.37575260887155,10056,130,22,87,11,12,11,2438,65.94863143334734,161.71423308474348,91,9,89.82744771070057,0,3,2,0,7,3,64.54209336126625,11.365046025003322,LOW
27237,522.3361508339209,3810,156,11,32,10,13,11,206,134.78950421460542,109.56715727484152,74,26,214.91113861937922,3,3,5,2,10,3,41.97123350656826,11.641341701152502,LOW
11985,291.25730549234635,2658,46,12,24,7,13,12,1112,147.48459966656753,118.69896522460876,15,85,377.70754835628816,8,7,10,10,1,3,25.625814998865202,14.30140886770574,LOW
39065,1906.692663730475,5008,68,5,6,4,5,6,5157,97.37189525802599,172.07257620770585,30,70,163.96439526738874,9,5,4,7,8,9,37.20378586567916,16.505513029526824,LOW
26022,326.5422411915145,1697,411,59,95,5,4,5,9750,28.43746559876581,163.12634914891814,23,77,271.8563819998692,9,6,7,8,6,8,19.141977275881143,57.42178907868392,MEDIUM
12842,171.748384335741,2894,35,14,18,8,9,5,3571,136.34816154989934,35.12018933585694,18,82,391.213675554274,8,10,8,7,4,7,45.88525779513614,18.106524673309778,LOW
41306,994.9961454559971,2166,120,26,79,8,14,11,2683,79.85593436400876,145.6437709758905,46,54,331.9689251933962,4,6,8,6,10,2,44.57750192149349,15.805958198375926,LOW
49270,6664.074863068832,7503,0,0,0,12,14,12,0,27.293650254923122,92.73286449138675,87,13,263.6136532333295,1,2,6,1,6,0,6.233748666337787,0.0,LOW
13587,160.40423494844538,1798,0,0,0,14,12,13,0,138.6503670704909,65.98329158187508,68,32,294.39859533220573,4,4,6,2,1,0,65.61419919297698,2.398879000267508,LOW
38141,6268.3365111839785,8518,0,0,0,11,10,14,0,114.83301235484994,19.503575971415405,64,36,374.59329920683,3,5,9,3,10,0,33.42756196909525,0.0,LOW
34749,483.6226122593896,8394,45,7,12,9,10,14,196,111.09726454485697,102.57741646563568,41,59,383.90084176014267,7,6,9,5,3,3,14.453520443878999,11.995723374801178,LOW
10593,109.01016346412516,1334,91,57,63,8,10,10,1346,107.83120205018868,77.53296933766096,33,67,387.5872521287983,5,8,9,7,6,5,22.477945949675117,25.982640015829542,LOW
47690,1023.8777529411537,12061,251,55,102,9,12,11,3495,34.04927405898414,57.78747753851616,57,43,250.2566512810088,4,5,6,4,1,3,62.43485547088886,28.062930913486753,LOW
16938,619.9292320930089,2091,166,52,86,1,1,5,6461,35.59597029759128,141.98762862342193,38,62,153.88465994609462,7,7,4,5,7,10,27.89773979672023,31.396134502524628,LOW
40911,568.5024863570684,6610,121,9,47,5,6,0,17707,104.80248477195198,156.20222358996153,44,56,53.261251582519975,6,6,0,5,9,10,40.68022374048743,24.009902659854674,LOW
26899,325.54665569884787,6233,95,7,34,12,11,11,953,36.85979876600754,56.51000861559071,76,24,154.21920053616117,3,1,4,3,9,2,68.25981604413101,9.731157971096312,LOW
20346,357.50633253616775,4541,146,26,99,7,4,7,3200,68.60739603644208,19.395012969075978,32,68,377.1821818942476,8,8,10,5,10,7,47.0977252871106,31.15563189938285,LOW
16208,167.3198708111948,4811,105,18,24,9,7,5,2668,118.3902647111215,171.26301310739464,38,62,355.91883223695584,8,6,9,5,4,7,48.813747190680544,27.000880001013297,LOW
44539,4495.016564922653,4734,194,2,5,7,11,4,3610,118.67311512418694,11.89235082881763,50,50,209.46386482515146,6,4,5,5,4,5,18.272671857088387,11.110507664117048,LOW
45868,866.1598722399505,9888,291,72,204,6,4,6,13639,70.72295701624965,188.05137384507967,51,49,214.80291463756961,7,4,5,4,7,8,48.2831057295009,48.84939624392571,MEDIUM
11498,156.96258692969076,2327,113,49,74,5,4,6,2701,119.86754104991054,129.24777605671412,49,51,123.5681398379878,6,3,2,6,0,9,28.65689620976384,26.09280347923719,LOW
47563,547.0102117091027,13259,0,0,0,14,13,13,0,126.60016044871823,71.15086068825084,62,38,181.80315602819257,2,4,7,5,5,0,65.63953764887668,0.0,LOW
31178,1415.297983790767,2777,215,8,31,7,5,9,7096,99.94248393621774,56.83080281957988,25,75,285.779397575758,6,7,7,9,1,7,9.762027625606265,26.753446273949343,LOW
11182,138.04881898679506,2660,100,38,54,8,7,10,592,38.121748584720926,11.711076210250296,56,44,160.97229025911676,3,5,5,5,0,5,20.923285000949406,14.669245768785588,LOW
49648,863.3357911105447,9535,0,0,0,12,13,11,0,44.73170815590439,54.73956923206666,82,18,75.19354883041353,0,2,1,3,6,0,5.219052097918147,7.232058586146702,LOW
9019,211.3534222097023,1070,32,4,10,8,9,8,503,50.651967534266625,36.168377288256806,60,40,216.34383153003108,3,5,5,4,3,3,27.73462521565507,5.22477584853093,LOW
31980,1826.0795979066052,5392,85,3,5,12,7,8,2218,21.93659562142304,126.31158193739768,81,19,90.13476458173119,3,2,2,1,0,4,11.108645630183386,5.284338317596115,LOW
20194,231.5743439443278,2694,185,31,88,7,9,7,2466,44.60814495364204,41.64366183282225,41,59,389.71502240504003,6,7,10,5,9,6,60.92777844406238,37.039755534518164,MEDIUM
3800,190.56259053197573,740,7,0,0,4,7,9,244,35.38028752531716,110.43966913195767,62,38,156.13596560478163,4,6,3,2,10,7,66.64058894222657,10.627037653643024,LOW
7222,209.7598655808255,1966,26,12,13,6,4,7,2825,71.02266872224732,122.12212024544945,21,79,363.86598864364646,8,9,9,7,10,8,48.36393360353718,14.678944066613031,LOW
40486,1243.6442571876405,7786,328,97,176,9,9,6,1474,136.72344444147842,66.62792268591376,71,29,90.22159864144972,4,3,1,2,5,5,7.888423898987508,45.92431045373884,MEDIUM
24660,280.91572935111384,5127,99,15,38,5,7,6,7242,20.149645929323924,16.662340313556555,64,36,75.68360212231057,3,5,2,3,9,9,24.92660803600305,23.1710216333155,LOW
20559,298.3595906287593,3694,211,15,29,4,5,7,107,109.43884897237236,17.07823731669726,34,66,246.76045161589494,6,4,5,9,5,8,69.46117030287765,29.016817848217887,LOW
36322,450.1719069965157,2280,211,6,17,10,11,11,2217,104.65603563990352,15.005993116844344,51,49,311.75163132132826,5,6,8,4,2,3,10.24553751310427,15.139983093249109,LOW
14075,488.8094688965363,1523,107,5,26,5,2,5,1523,18.88435880618686,150.4336867559438,44,56,226.7058255409503,7,5,5,5,5,7,40.288990857529946,20.026284681962053,LOW
8470,131.59726561566748,1465,7,1,2,12,10,12,323,138.77299871134102,70.42184391471665,44,56,91.91827344210375,4,4,4,8,9,2,25.734457533682722,3.2825970097259294,LOW
35411,596.9903325364158,4516,75,8,38,8,8,11,2645,87.42846931273884,161.2970353338561,91,9,15.157745153598423,1,2,1,0,8,3,71.94012676892962,6.80445937301082,LOW
22091,262.6164123698258,2108,330,0,0,3,4,9,5968,57.74020056467421,92.02923653014135,52,48,247.31552847640205,7,5,7,3,5,9,20.90531812188956,31.009387778104983,LOW
32321,354.87059356052754,5689,74,32,42,8,10,11,2828,114.69809460681947,96.06963915769313,87,13,52.41489014621932,2,1,0,1,0,3,3.9157169677662003,17.23360683723656,LOW
10003,1625.2109546205206,1307,73,30,41,10,9,7,1577,42.31799146823694,107.44769447681901,68,32,137.2705548129325,4,4,3,2,9,5,50.70607125996373,19.861645400639812,LOW
48417,701.3714730890517,5545,610,55,216,2,7,6,16356,105.55892637171645,145.47597671126974,22,78,270.3139014684926,7,7,6,9,5,8,23.86186211245386,73.00635354643984,HIGH
19422,1956.9947006025993,3223,102,20,28,10,10,4,4305,10.758125097975846,61.965544507644346,77,23,39.209376233172755,3,2,2,2,7,5,47.51707252775554,14.819706689631465,LOW
12675,221.8174840855684,1056,0,0,0,14,9,14,0,126.71416545334444,33.10159641137011,97,3,50.90059191358232,0,1,1,0,6,0,7.9826170572377935,0.10675001101884651,LOW
41624,1287.6677280903104,11735,116,18,72,10,9,10,657,69.98477281809119,115.65089368637769,93,7,24.666482922961652,0,1,0,1,7,4,37.89901886651296,14.656074512005938,LOW
21889,641.083147570434,5842,189,78,148,7,8,7,8416,97.32047258190156,72.12574841612046,10,90,398.4316515627306,9,9,9,9,10,8,27.329055710789312,46.596609946916935,MEDIUM
48338,1254.5204498617788,10968,271,62,80,6,8,11,9159,37.07948387196913,94.0733495969271,72,28,154.8307074406325,3,5,5,1,7,4,38.87885007947209,29.734893341259482,LOW
1322,20.648899424233914,101,2,0,1,7,3,7,235,103.17568833547496,132.919874584088,23,77,362.3180670938538,7,8,9,8,8,5,61.523276452791265,14.698895603000263,LOW
17827,485.28985722665374,4349,22,0,1,11,14,12,922,116.9748400045251,103.88389081684142,73,27,117.43425536971284,2,3,2,3,2,2,70.05143108923119,0.9173630086148563,LOW
47557,637.438527381417,11983,445,48,146,10,5,3,4171,73.61591209823781,127.85297524916015,59,41,301.2810260561983,5,6,7,2,6,7,54.34894866193722,51.35310845809381,MEDIUM
6650,153.11960484753445,1608,80,23,29,2,7,4,2263,94.57040398896018,113.39800040158929,59,41,87.62664652495155,7,4,3,2,5,9,55.33036953825845,23.140433816193482,LOW
4925,428.5010526232642,386,51,16,17,6,1,5,2161,71.16725895424779,150.56131066785883,41,59,199.3298838593001,7,6,3,5,1,10,38.31893041636656,13.50499171618153,LOW
16532,208.06173780900767,3487,79,31,39,11,14,12,1649,134.6432485423876,144.1279573652078,58,42,329.8462957183118,4,6,8,3,4,3,7.4640959858667495,9.716869991498722,LOW
2698,83.92685391287591,697,8,0,1,12,10,7,254,77.19103117457628,111.49607944363765,43,57,326.53375955803307,5,6,8,6,2,3,48.19475756200354,12.97068279123143,LOW
20579,446.2747023964203,3999,365,173,253,3,3,3,1985,127.06226280917873,138.9915739633443,24,76,317.71228694506976,7,9,6,7,10,10,11.066260832446755,79.5309285211179,HIGH
36720,523.6948463961099,7770,220,91,97,6,12,7,2627,121.19604844918604,175.97632443179643,44,56,329.49376521542115,6,6,8,5,4,4,18.064765545379224,36.75734031262071,MEDIUM
42374,1158.2869654199249,6974,266,144,192,6,4,4,13788,64.5231990955117,92.13154467975203,62,38,84.5889125223517,5,5,4,2,10,9,51.09214968451869,52.250476575739306,MEDIUM
14359,1383.9149864107833,2615,97,0,0,7,6,5,97,38.36225131933388,88.42498382227079,29,71,192.88650902415458,8,5,3,8,8,8,47.47497047944393,20.40246370270289,LOW
31919,787.6858639139514,1870,305,50,153,6,3,4,7163,63.881909221166794,155.20666796195223,58,42,193.94858983886346,6,4,4,3,7,7,22.974304823669343,38.82608429409865,MEDIUM
9205,97.17848230233574,1930,99,27,32,4,10,7,2117,124.80151948740692,120.68522903797887,25,75,356.200994939165,9,8,6,6,8,6,55.70116287211034,27.2754765412293,LOW
43380,657.6237813611439,3052,76,10,30,10,8,9,2903,38.00671769381189,23.491288242291823,77,23,118.75673175977153,2,3,2,2,8,4,67.66107858762123,19.227950486737896,LOW
23736,345.04754873889567,3768,204,26,121,7,6,6,723,81.04327014937365,179.50128298130545,9,91,372.5983573556193,8,9,8,10,10,8,39.486062911824604,32.49598792711795,LOW
22919,352.23798283093157,2822,59,6,10,5,3,4,7509,121.88402845430838,15.848789425151626,33,67,180.3182945224396,7,6,4,7,7,8,48.95459611972193,24.377361691319216,LOW
20478,856.6676326461366,3816,116,8,19,4,2,5,1307,56.25423389361492,152.1953076798512,41,59,267.91480127096753,8,5,7,5,7,9,19.932240289624183,20.264196485732548,LOW
38109,851.7554193010383,3176,481,63,270,7,5,6,6358,98.12039736539113,154.17088711381945,51,49,107.55324491173374,5,6,1,4,10,9,69.91270369195263,50.421820755620864,MEDIUM
15858,207.73053956715856,3534,3,0,1,13,13,8,560,40.61657823707811,191.0911062035668,91,9,164.1192427325229,1,2,4,0,10,1,20.069901192683908,7.565429821294127,LOW
34677,2370.197678184559,8626,141,19,26,14,9,11,4249,20.84551957838319,20.285537596440943,44,56,283.92037282765614,2,6,6,8,5,3,63.9497452337905,16.573426656814874,LOW
29878,951.6494755783732,2714,378,134,146,7,5,8,9018,120.18571263846417,123.40280354905329,35,65,205.09885674040373,5,6,3,8,5,7,66.84264149360843,67.85650099401529,HIGH
37834,1210.6757846007156,2878,0,0,0,14,14,11,0,19.350450394262488,91.28970841914006,60,40,372.28320467533354,4,4,10,4,5,0,51.95344451418143,7.011363926535003,LOW
11882,258.0698514130611,1026,24,6,13,5,11,8,1130,44.350302286539765,72.82026142331299,54,46,294.849986358991,5,5,6,4,9,4,58.528501082033365,17.599428234581822,LOW
15096,153.82886151950524,4065,160,0,0,5,6,8,4482,128.99086618962883,27.160526456823877,65,35,225.76117020423996,4,5,5,2,5,7,33.236761756996465,22.360731913051517,LOW
34072,2985.435068466762,6202,63,10,29,12,14,13,959,55.23804662640674,116.90428273754874,57,43,354.66790266088327,4,5,8,4,10,1,66.24759544567885,14.754553441461816,LOW
13721,252.7977323366438,2288,3,0,1,11,11,11,396,146.09157567955336,101.01773787817659,66,34,266.22255551549773,4,2,6,4,8,1,53.59920652029854,8.56070691470999,LOW
1779,80.71817930176212,136,11,4,6,7,4,6,270,147.06147854220967,29.86534704869461,36,64,258.9281893681729,7,5,6,7,9,7,23.862195394706262,11.457471560143382,LOW
46460,477.913367380125,9867,772,317,549,5,6,3,7794,43.90002296576572,126.37300634844584,51,49,98.54853325905091,5,6,2,4,0,9,2.9985794873639904,100.0,CRITICAL
7583,481.0378303601953,2024,29,5,10,4,6,6,1457,10.941842226234115,150.2110928480583,39,61,157.94278621128436,5,6,3,7,9,8,39.166000684516995,12.952803262568416,LOW
44361,1023.5084337841696,11402,498,45,136,9,9,6,4855,107.23417620977997,155.78287720019316,42,58,273.3214610416086,5,5,6,7,5,6,60.60649821899046,51.024142351286805,MEDIUM
18271,243.29194934176925,3773,140,6,11,5,4,7,2196,70.39304288400984,182.0209057698612,34,66,356.71668459326315,8,6,9,6,7,7,62.03777049936955,25.816007744006615,LOW
30475,423.66006599337607,2097,35,2,9,5,9,11,6056,19.609162374138563,87.79944095886766,56,44,126.21898945796607,4,4,3,5,0,4,60.210988872072946,14.363002185612572,LOW
46148,1021.8954066084606,3604,0,0,0,14,14,11,0,107.59080875181621,191.083826038206,88,12,86.19424877719388,0,0,3,3,10,0,15.854373707609973,0.12890821291615162,LOW
48785,1286.5311843249378,3040,105,15,67,9,9,10,1876,9.520361821228576,174.43158696571035,48,52,237.4783915263423,5,3,6,7,10,3,30.969616291392683,13.141028669624603,LOW
19563,457.3660842286026,2237,12,3,7,14,13,11,346,131.17852012137513,66.33529849454843,100,0,26.878839241085252,0,0,1,0,5,1,44.38854864547528,0.0,LOW
2606,86.56011402265136,218,5,0,1,10,12,9,153,25.10461672142904,40.26377709639711,63,37,285.81668058000207,3,4,8,4,8,2,48.230289182864375,1.3473739740521276,LOW
25057,1022.4580385525755,2881,51,8,10,11,14,13,2282,23.460222418275126,92.72398526432255,53,47,281.2554173149923,5,4,7,5,5,2,24.42271464627226,4.577688451734849,LOW
49354,969.840669565217,7218,401,16,37,2,4,4,15553,30.472483205444757,86.36075451163366,57,43,141.98641239446204,5,4,4,4,1,8,50.02392614815797,45.56959989911769,MEDIUM
21107,691.7899385313829,6031,50,9,34,1,7,0,7999,144.23862198134964,119.38666801292882,12,88,357.07106133796066,8,8,9,10,0,9,42.74913603393432,24.670657153453654,LOW
38099,1179.2122087740902,7718,185,80,129,13,8,11,4909,105.50955723680767,120.84338414227211,77,23,200.872456615651,2,3,6,2,3,3,41.02445359148984,27.09295872331737,LOW
29029,430.7495687539584,7511,29,5,6,11,12,14,1336,121.19887264222733,152.4975270321953,77,23,258.30598027717474,2,3,4,2,5,1,47.906274897072315,0.0,LOW
36454,375.77163952851987,8296,121,55,60,10,12,10,856,62.65707293124919,106.87909015906594,91,9,83.83139277533513,2,1,1,0,9,2,43.64080691393151,21.00229661277288,LOW
28356,454.82006739777984,2215,94,7,19,9,12,14,1299,53.76534548821856,29.916301778745453,82,18,166.93613406400002,3,3,4,0,9,2,12.431536378094327,8.747676380437733,LOW
3073,249.57262066980178,719,12,1,2,7,4,10,355,39.000180983559645,173.07535375509016,41,59,344.9670161079072,6,7,9,5,8,6,63.020767406617516,4.449737314069857,LOW
13308,1092.571071068479,1580,10,0,0,5,9,6,1778,74.6939641052993,68.85527080518554,82,18,85.17581905293711,3,3,2,0,4,7,17.700737373284948,5.15291322474056,LOW
35867,376.02267176942337,7524,656,92,302,6,6,4,11697,85.01516636245444,194.54651745825248,19,81,156.22975103698752,9,6,2,9,6,10,53.730947858116195,85.18979866137185,CRITICAL
37301,1122.083466968529,5044,288,20,34,8,7,8,3746,96.60735232964953,32.393420649156326,49,51,127.23061777125197,4,5,3,6,5,5,13.116652116529519,30.021249216864913,LOW
41696,3033.238533273438,12484,37,0,0,11,12,6,3854,42.28218307981071,192.0677227241756,66,34,60.444073945912045,3,3,2,4,5,3,47.75909851957774,7.042967403142493,LOW
34572,558.4304113081491,4006,247,16,20,7,10,8,3304,142.55484173093365,27.292243307678227,49,51,115.88716725101422,5,4,2,6,8,5,64.54138875413969,26.81171810099484,LOW
24252,377.4828113728769,2904,33,7,8,4,4,5,3772,29.6149822400347,53.8968662099413,64,36,93.10891343008669,5,3,2,3,4,10,1.1943018489996204,9.776173651310092,LOW
18185,273.01542593789156,5140,0,0,0,13,11,14,0,145.01971034112978,18.850188996442903,47,53,369.43745218453097,6,5,10,5,1,0,70.54695315763068,0.0,LOW
41901,1378.1776304624343,2353,414,25,67,3,3,5,15155,7.154137763588049,143.97149786140903,34,66,296.4315218171184,7,7,7,6,7,9,2.6218244661831887,50.51037690152665,MEDIUM
11872,1844.7630064272987,2661,23,8,16,5,7,9,2497,74.76322531344262,171.55675994864043,52,48,126.44063271312973,5,3,3,6,10,7,1.3127848939677798,13.273806812608507,LOW
9496,98.22453149770713,2196,0,0,0,14,13,12,0,53.33833652690161,92.47350554503628,79,21,305.3356212970839,3,4,7,0,2,0,61.81554703111683,0.008954283276212394,LOW
16958,588.1080105790853,4393,121,29,32,5,9,9,2824,70.12289501988637,186.41919425806165,72,28,8.855981213548558,2,2,0,4,8,4,51.17233622194095,18.99630556555987,LOW
32389,467.89701661905275,9509,43,6,7,12,14,12,786,87.74636395221441,122.15682363356392,82,18,210.60988430845597,2,4,5,0,4,1,8.06546204187892,0.5270576086484402,LOW
27165,376.6125211060911,7983,30,4,6,7,10,7,1646,68.16042791184282,129.7013557348394,74,26,100.13382549386924,4,2,2,2,0,5,67.52516582160968,13.141923462764076,LOW
38743,615.4498227192346,2569,222,5,13,5,10,4,10443,65.15279329373126,170.62964832314628,72,28,45.72882872340567,5,3,0,1,3,8,48.543155243143325,23.29706923638983,LOW
32153,925.9002635263791,8213,103,19,24,12,7,12,4672,111.24489523492944,66.3920389598494,37,63,353.5034113353954,7,6,8,6,8,4,8.439613362973608,12.410637838528205,LOW
27157,883.0354668625316,5745,82,20,56,9,12,11,1890,104.45205988753737,77.3104870522489,88,12,79.73621370502903,2,2,0,0,0,3,62.02958210859865,6.908755581382025,LOW
40452,654.7910455268088,8569,17,8,9,12,12,13,465,125.82433589519795,182.13086464698242,57,43,328.95643717851294,3,6,8,4,7,1,34.88469693657572,9.386804868041931,LOW
22680,259.8560691810531,1861,54,7,37,10,10,9,1263,41.24405227972686,181.1830642473651,73,27,165.2890709967085,2,3,4,3,7,2,20.386558839782264,1.7137565532391763,LOW
32396,341.2271004707403,6885,150,7,12,10,10,6,2055,93.38163391433922,195.53172747816546,87,13,5.716308016280136,3,0,0,1,8,5,59.49043509163647,15.00543153383467,LOW
13375,888.052210199485,3953,177,17,64,7,8,7,4400,89.8532438819638,181.3492801239175,26,74,293.0131317204101,7,7,6,8,8,7,53.29892143889771,20.57156363759124,LOW
2122,107.66808773724952,589,27,2,4,6,8,8,467,58.61198257653987,34.20068684633857,23,77,238.54390328774718,7,8,5,8,5,7,45.047631853300494,8.251153835333337,LOW
49256,519.8525467856956,7870,231,94,133,9,14,9,2875,75.47834357588873,166.50761436602758,88,12,137.66875326712773,2,2,5,0,4,4,64.74369037749257,23.45656554968442,LOW
41309,551.0008466332993,2478,218,127,169,10,10,10,1782,50.49841077933067,87.86931084082288,54,46,112.61837357050536,2,4,4,7,6,4,62.08150641987408,31.758679985960427,LOW
17225,193.79100732163553,2421,56,29,36,4,0,5,5555,25.567437654462854,198.2522576297282,79,21,29.47650094817389,3,4,0,0,8,9,16.715603578809677,13.957208270771073,LOW
41260,1701.4362656975961,10587,43,0,1,9,13,9,2920,36.00117554609626,99.7333832224722,40,60,376.5702379341089,5,7,8,6,4,2,63.32606003827085,7.933665938272932,LOW
16146,265.46901325756016,3638,175,17,44,7,9,7,2892,20.299478728174158,115.22885567542191,39,61,197.59395387683426,5,6,4,7,2,6,27.243848529519965,19.208820890080755,LOW
17529,244.79019096737792,2889,125,1,2,6,9,9,2692,104.045088402568,110.65723389879172,77,23,34.20980703044321,3,2,2,2,8,5,31.371865009789623,9.975053131966863,LOW
29902,429.56083545147607,1907,0,0,0,14,13,14,0,100.80547200082697,71.13003567307278,74,26,347.4718870977882,2,4,6,2,9,0,70.02176567969269,2.0840618042138956,LOW
4763,108.80786128692168,746,16,0,1,10,9,13,257,142.83792387908156,24.25419688965445,68,32,111.53326912712669,1,3,2,5,0,3,54.83101449102611,0.0,LOW
31487,4872.251965321192,5266,295,55,65,8,10,7,7379,110.80336997884999,180.17373377636451,69,31,81.44108629386193,2,3,2,4,0,5,23.486245736920573,31.370898134784923,LOW
47328,783.8619908877896,13353,357,84,86,4,3,3,11341,12.54664661963906,162.5084043799945,34,66,112.3749753368875,8,6,3,6,9,10,46.82670111115741,61.00188334764034,HIGH
48424,1667.2263669445651,10182,109,24,34,8,9,7,246,133.21555021969834,36.51008830633717,71,29,225.82858344284455,4,3,5,2,10,5,39.06169004295548,17.76094058473649,LOW
9146,191.44242968718987,1169,172,23,55,0,3,4,1593,130.08789862713024,157.58597155651384,78,22,29.6225937988146,3,3,0,1,3,10,8.837131448759038,23.29614797150532,LOW
28029,292.0594209638707,5082,54,22,33,8,11,14,365,69.28144651204131,128.9108665496159,78,22,192.70276364907056,3,3,5,1,1,2,63.97429216628382,9.543791727742603,LOW
12164,283.4879116222762,809,54,2,6,6,10,8,1105,89.95014232654863,87.73731970434824,37,63,358.297378049725,6,7,8,6,6,5,59.26452607983024,14.571166391455638,LOW
36237,427.4181097396838,10622,198,17,24,4,6,2,9918,146.53135820851523,58.264018328156915,79,21,75.26863833844955,4,3,0,0,1,9,56.106290517415985,29.519199792877046,LOW
36296,1584.192465542201,5081,325,103,162,10,8,8,205,82.1841327579841,173.34846886542417,67,33,132.47550886089755,3,4,3,3,6,5,40.47946721175641,51.082016940817745,MEDIUM
24527,356.0636718669447,4156,334,143,152,1,6,2,8537,136.27166511453302,143.03576926587007,39,61,158.4487860206611,5,6,4,7,7,8,16.2898769801214,58.735398097877415,MEDIUM
29873,305.40099402143034,4146,206,17,25,7,4,5,7292,17.04061988247703,114.070582799136,48,52,234.4882846108981,6,6,3,4,10,8,63.698566096350994,26.388919434555632,LOW
36897,2513.446228368593,8140,5,1,3,9,13,9,544,32.70252096275901,125.81802144070818,37,63,367.7016986105246,6,7,9,6,7,1,25.73704351875711,0.1833018221257312,LOW
21109,3645.5201727227845,4550,60,11,15,10,8,6,985,68.90946679899108,27.302574595614388,53,47,157.8156832969702,4,5,4,5,2,3,1.9384454337928483,15.765663254305327,LOW
36335,786.6359091107388,8314,128,16,37,8,9,7,6768,89.78973720890919,100.04475457312647,63,37,27.66113627110545,4,3,0,4,8,8,70.69685370885021,27.03641343584556,LOW
39209,2841.351119941186,4588,43,5,14,13,10,12,1459,123.35303852010603,46.80305562928338,64,36,139.18034457239696,4,4,3,3,9,3,62.0727328946671,11.647160871531645,LOW
19750,259.53882989484936,2546,117,15,30,4,9,7,30,148.2980066957621,49.59289901167682,58,42,76.03416503993792,4,2,1,6,9,7,45.02164541381137,13.525046255019635,LOW
21672,235.86742749211407,1762,56,5,24,6,2,8,258,61.38346698874688,135.64775283450467,27,73,260.70979152764136,7,8,6,7,9,9,1.3871104690658644,14.381821282038384,LOW
12055,260.75017260316383,2578,46,13,14,14,12,11,431,11.875267240312315,183.13866884851473,91,9,11.704843666932874,1,2,0,0,5,2,16.781698087998496,7.063635949009792,LOW
22374,756.4506740807245,1341,8,0,1,12,12,11,277,121.1698679778221,86.71375599088584,91,9,116.77198842922935,2,1,4,0,3,2,32.82156699027146,4.366837584711456,LOW
13581,293.527004609741,2708,93,54,67,6,7,5,121,92.63520426700717,49.47236187231617,32,68,218.06940289304796,5,7,5,8,7,8,45.408072012119064,37.30551912537785,MEDIUM
24563,333.15907599638325,6568,100,9,24,3,2,6,10553,33.78871453588924,133.26191807496429,42,58,110.93368241982171,7,3,0,7,3,10,51.133047947099705,26.85067051692255,LOW
7319,1248.94513065808,1995,92,40,51,4,3,1,902,76.75012621010592,175.52553880656038,56,44,220.39811333810167,6,6,6,2,3,9,56.861497892808686,90.0,CRITICAL
26212,429.7180983952871,4253,45,7,12,8,7,10,4615,112.63498560239003,152.18057221327325,74,26,45.884928874873275,4,2,2,2,10,7,40.22975618662161,8.829459786563486,LOW
25262,399.31896648631374,4163,0,0,0,13,12,14,0,116.70970912495335,175.06387380195156,61,39,377.122195195849,5,4,9,3,7,0,47.417115091373724,4.099082380979452,LOW
11546,176.05874488218868,799,163,29,30,1,4,3,242,77.44466973982048,111.94538749205188,59,41,116.36272293195469,2,5,4,5,3,9,58.50385292239851,21.661754968311065,LOW
31963,1141.8579793060728,6958,60,21,36,14,12,12,1190,49.256106868684576,152.85648643014628,62,38,369.20033575595335,5,5,9,2,0,1,51.968653688652516,10.53266456424916,LOW
29269,401.85345638041235,7472,83,34,48,11,10,13,365,146.19267439558155,36.61226627819793,55,45,130.33417580165815,4,3,4,6,5,2,68.76908175277951,16.74473635937735,LOW
23650,1728.5243022605025,2629,68,0,1,6,0,3,304,101.18757858869147,76.17217691900638,39,61,312.7360764691951,8,7,8,4,7,10,63.03718187846332,16.779325929580057,LOW
3211,134.17920996919415,498,0,0,0,13,12,12,94,64.1944403052133,84.01434125148926,94,6,98.47494298450118,0,2,3,0,2,1,12.609331362372806,0.0,LOW
5353,60.58194811195106,1390,15,10,11,9,11,9,7,45.6671675096746,107.14619178674657,72,28,267.9075609558405,4,4,7,1,1,2,68.24046756027127,13.265367035487824,LOW
29577,393.42260863664086,7964,105,59,74,11,5,9,4516,111.00993253551651,186.5245084487965,56,44,129.48648552910686,5,3,1,5,5,7,15.098583468369753,23.123709928002963,LOW
24363,3863.568975455146,2699,231,58,93,0,5,3,3518,40.11659961109632,176.1163464422131,53,47,203.66365168386352,7,6,4,2,0,10,71.37536067765272,42.77444502531091,MEDIUM
22292,779.5565461393066,4182,435,157,171,6,4,1,3560,29.897948401184784,35.55984353494506,27,73,269.5256583054723,7,8,5,7,10,10,50.64506225300047,100.0,CRITICAL
40983,1615.5000409494771,4021,339,129,220,13,9,10,39,81.8259138995002,42.830033857668006,57,43,235.55300208118425,4,5,3,4,4,5,45.36850602100437,46.64859775686376,MEDIUM
9442,307.2907396999152,712,96,6,10,7,7,8,2731,47.04817193340057,77.95170442189315,58,42,230.51223731347773,4,6,5,3,5,6,23.689078502927025,17.189026096662808,LOW
48775,1710.3126187787047,13548,761,200,397,5,4,5,11346,96.19124601392419,65.24133451922805,62,38,26.272334263046915,2,4,2,5,7,9,10.017188031522457,86.68281229785715,CRITICAL
